,name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,zipcode
10,Restaurant Discovery Food,4.6,"43 Rue Popincourt, Paris",52,"43 Rue Popincourt, 75011 Paris, France",https://www.facebook.com/Discoveryfoodparis/,01 83 06 66 45,"['Monday: 11:30\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20093:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","I came here excited to try their food, but once I began ordering that changed (I’m only visiting so my French is very little) tried to order what I could In French and the rest id point, the lady was so rude mumbling under her breath like “you don’t speak French” very rudely which I understood Because I understand French. I so No, sorry. I continued to order and she continued to be very rude to me, so I just Left. Just because you feel miserable doesn’t mean you have to treat others horribly.; By far the best food place!! Here you can get freshly prepared dishes at fair prices. If you are looking for a delicious and healthy lunch, this restaurant is the best in the area. Moreover, the staff is super friendly!; It looks beautiful and tastes good. The seating is so small and it's crowded as there were only 2 people trying to do everything. Great service though. I bought a sandwich which tasted good. I'll try visiting again !; Finally a restaurant that understands what we really need in Paris!
Being able to eat a balanced diet, with a wide choice, for a reasonable price!
Thanks to the managers, the atmosphere is very pleasant and intimate, I recommend!

@LVS.kid; Excellent place, I highly recommend! Thank you to the very friendly and helpful duo of ladies who received us.",75011
12,EatDay,4.5,"73 Rue Saint-Martin, Paris",409,"73 Rue Saint-Martin, 75004 Paris, France",https://eatday75.com/,01 42 74 71 31,"['Monday: 11:30\u202fAM\u2009–\u20092:45\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Tuesday: Closed', 'Wednesday: 11:30\u202fAM\u2009–\u20092:45\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20092:45\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20092:45\u202fPM, 6:30\u2009–\u200910:45\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:45\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u200910:45\u202fPM']","We decided to visit this restaurant based on the good reviews it had on the Fork. We were craving japanese food and noticed they had some special plates. It was really tasty and fresh and very well presented. Our favourite was the gold rolls with mango and the Sushi with cheese and the salad with shrimps.; Really great discovery! You have a great amount of choice in terms of sushis and we were really surprised how tasty it was. You order your food with a tablet which makes it easier. The personnel was also nice. I really recommend to try this place!; so friendly and welcoming, food is perfect as well :); Service was horrible the entire night. We waited over an hour for our food and by the time we got it the entire restaurant was empty. The staff would yell at each other and ignore me. The food was decent, not amazing. Thankfully it was 40% off through The Fork. I’m definitely not going back and would advise others to avoid.; Excellent Japanese restaurant at the heart of Paris not far From the center (Chatelet).
The food is very good, the sushi, the sashimi, the California rolls… etc
Fresh ingredients and homemade!
Outstanding service and lovely staff!
I highly recommend this place",75004
13,La famille & cie,4.7,"6 Rue Fourcade, Paris",278,"6 Rue Fourcade, 75015 Paris, France",https://lafamilleetcie.fr/fr,01 43 48 93 11,"['Monday: 6:00\u2009–\u200911:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']","The food was perfect. We ordered duck, chicken, and beef and it was so delicious, and good pairing with the recommended wine. The chef is a very kind person and he kept caring our table. Recommended for everyone in Paris! It's a good restaurant I want to visit again :); Wonderful experience in a local bistro. From the welcome to the food we could not have had such an amazing experience. Charlie runs front of house and the drinks, and only two chefs out the back.

Food service is perfectly paced and allows you to enjoy the food and the company.

We loved it so much we went twice in five days. Merci Charlie!; The food was incredible, really good quality ingredients cooked to perfection. The portions are really generous and the service could not be better. A really pleasant surprise,  excellent attention to details and friendly atmosphere. Also very reasonable price, will definitely come back in future visits to Paris, without a doubt; Outstanding small place in the 15th Arr. We had great food starting with roast St Marcelin cheese. Mains were roast Angus beef, crusted chicken and the “family” burger. Each had an outstanding sauce to enhance the flavor. The beef was tender, the chicken moist and the burger was tall and tasty on a brioche. The desserts were a tiramisu of whipped cream, Oreos and raspberries; chocolate lava cake, and sautéed plums. The whipped cream was delicious but the plums were the stand out of the evening, drenched in warm sugar caramel sauce. Great service despite one man handling all duties. Search this place out!!; We stumbled upon this French restaurant by chance, and what a delightful surprise it was! From the moment we walked in, we were warmly welcomed by the lone waiter, who, despite managing all the tables on his own, was incredibly professional and friendly. His attention to detail and kindness really added to our experience

The meal was simply amazing. We started with two appetizers: rillettes and terrine. We loved the option to share these dishes as a family, which made the experience even more enjoyable. Even though we're Irish, we absolutely fell in love with these authentic French flavors

As for the main courses, both the parents and the young adults were equally impressed. The tagine was beautifully aromatic, with perfectly balanced flavors and excellent cooking. The ribs were unbelievably tender, falling off the bone effortlessly, and with an excellent sauce. Every dish we tried was outstanding, prepared with great care and passion i think !!

Whether you're with friends or family, this is the perfect spot to enjoy authentic cuisine, all complemented by impeccable service, even when the waiter is handling the whole room on his own. Hats off to them, and thank you for an unforgettable evening !!!",75015
14,LE CHIEN DE LA LUNE,4.4,"22 Rue de Jessaint, Paris",189,"22 Rue de Jessaint, 75018 Paris, France",http://www.restaurantlechiendelalune.fr/,09 78 80 25 65,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:30\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']","I had made a reservation for a group of 28 people, mostly US students. We had hummus, couscous or chakchuka--an excellent vegetarian option, with merguez (spicy sausages) added on request--, panna cotta infused with fennel (a superb dessert) and chocolate mousse. Service was fast although the place was busy on a Friday evening, with a young waitress who speaks excellent English. Prices were inexpensive for a Parisian restaurant and the chef, Christian, is very friendly. I will certainly return with friends anytime.; The concept is nice, but you notice the place is new and just starting. The wine was to expensive for the qualtiy in my experience.
In the weekend you can't take the menu option, this is only durning the week. Unfortantly it isn't obviouse. They aren't many other things to chose from. We could chose from the burger or a vegertarian dishe. Both were ok, but not what we where hoping for.
You can sit outside but the neighborhood isn't cosy.; Cute place, had a nice lunch here. A little bit outside from the central but I prefer because it’s nicer and quiet.; Google really worries me, I stopped for lunch and here is big brother watching over my shoulder! Now the restaurant was very good, both in taste and value not to mention a friendly staff. I'll stop over again anytime.; Great ! A good place to have a drink by nibbling something. I recommand.",75018
15,DICE Caffè,4.8,"11 Rue du Pas de la Mule, Paris",321,"11 Rue du Pas de la Mule, 75004 Paris, France",http://dicecaffe.com/,01 42 71 59 73,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM']","This place is a hidden gem next to more well known restaurants. We were lucky enough to walk in, unlike most other spots in the area. The service is amazing and the food is incredible. It’s a small menu, but it’s perfect for a date night. The ambiance is superb. I would totally recommend this place to everyone, but we don’t want it to get overrun like everything else in this neighborhood. Go here before it gets too famous.; It was really nice lunch with two of my friends. Healthy and light, and I loved that there are selected menu for a few days. I have issues with choosing the menu, but there were not too many options, so it was easier. I had the haddock fish with aubergine caviar, and it was really tasty and good portion than it seemed. The place was cute and the staff was nice. I'd like to come back :); Had a great customer experience. Simple, tasteful menu. Good food, wine selection and friendly atmosphere. I'll be back!; 4,9/5
EXCELLENT ! EXCELLENT ! EXCELLENT !
Wandering the streets looking for a nice address, we found this cozy joint next to place des Vosges, with a sunday brunch menu !
Very nice and not-cramped restaurant, few tables with spacious seating, wood decor, simple and heartwarming !
The owner (Diego) is a super friendly Italian from Parma, he handles the bar, his wife is the kitchen boss (super friendly as well, graced me with the honour of best client of the week ;)
We tried the 3 brunch main courses, and they were all 3 DELICIOUS !
Eggs with salmon, potato galette with cream cheese.
My favourite was the bun with mozzarella and coppa di parma ; incredibly tasty
and the 3rd and most original was pupkin pancakes with cheese, topped with beets and salad !
Simple, tasty, and copious !
Their juices were really good too ; I tried the refreshing apple, cucumber, lemon shake !
A must try address, e !ven if to grab a simple coffee.; A lovely place. We stumbled upon it for lunch and for 23 EUR had a 3 course menu with generous portions. The food is delicious and the staff lovely. The place is also nicely decorated and definitely worth a visit :)",75004
16,Crêperie Little Breizh,4.7,"11 Rue Grégoire de Tours, Paris",1196,"11 Rue Grégoire de Tours, 75006 Paris, France",https://www.facebook.com/LittleBreizhCreperie,01 43 54 60 74,"['Monday: Closed', 'Tuesday: 11:45\u202fAM\u2009–\u20092:40\u202fPM, 6:40\u2009–\u200910:30\u202fPM', 'Wednesday: 11:40\u202fAM\u2009–\u20092:40\u202fPM, 6:40\u2009–\u200910:30\u202fPM', 'Thursday: 11:40\u202fAM\u2009–\u20092:40\u202fPM, 6:40\u2009–\u200910:30\u202fPM', 'Friday: 11:40\u202fAM\u2009–\u20092:40\u202fPM, 6:40\u2009–\u200910:30\u202fPM', 'Saturday: 11:40\u202fAM\u2009–\u20093:15\u202fPM, 6:40\u2009–\u200910:30\u202fPM', 'Sunday: Closed']","Maybe I was eating too fast but I got really full halfway through my first crepe. But I had already pre-ordered the dessert so I definitely overdid it with two crepes. The servers were very nice.; I personally loved this cozy little place. We randomly checked the map and saw its rating so gave it a try, that happened in June 2024 btw. We tried one savory and one sweet crepe and enjoyed both. It was super crowded so service was a little slow but people were quite nice and I felt that they tried their best.; We had ordered one savoury and one sweet crepes.  All is a delicious food.  The service is nice and friendly, but not many types of coffee to select; We had a delicious and delightful meal here - managed to sit down just before the dinner time rush, but the service was friendly and efficient at all times. We had two savoury and one dessert crepes - all were excellent! Compliments to the chef, would love to come back.; We came here on a Saturday afternoon. It wasn't full when we arrived but after we sat down the place started to fill up with people. We ordered the crepe with ham, cheese and egg and the crepe little Breizh crepe as well as a cider. You can't have crepes without cider in France.
The savoury ham, cheese and egg crepe was really crispy and savoury. I preferred the sweet crepe with ice cream and caramel more. It wasn't overly sweet. Everything went really well with the cider.
The service here is VERY nice. A lot of regulars come here and you can see the love and care that the owner has put into maintaining her relationships. Would recommend for crepes.",75006
17,The Family,4.5,"7 Rue La Fayette, Paris",662,"7 Rue La Fayette, 75009 Paris, France",https://www.thefamilyrestaurant.fr/,01 42 80 03 54,"['Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20095:00\u202fPM']","I visited ""The Family"" restaurant with my family and was delighted by the experience. From the moment we entered, we were warmly welcomed by a big, fluffy teddy bear holding the menu written on a charming chalkboard. This adorable touch instantly made us feel at home.
The food was well presented, with generous portions that were just right. Most importantly, the taste did not disappoint. Each dish was flavorful and satisfying, making our dining experience truly enjoyable. ""The Family"" restaurant certainly lives up to its name, providing cozy and inviting atmosphere perfect for a family outing.; So I Google a place to have a reasonable steak, so many great reviews about this place and I need to add mine as well. The service was fantastic, spoken English, had an English menu on a chalkboard which is pretty awesome and check out this food in the pictures. I can see why people come back to this place for sure. Well done, Bravo!!! 👍🍻👏👏👏

Both Deviled Eggs salad and Steak were 👍👍👍; Felix was the BEST waiter!! Super attentive, very funny and so kind!! Made great wine recommendations and the food was phenomenal! Highly recommend stopping by The Family on your next trip to Paris!; Nice staffs, even though I don't speak French.
Reasonable price. Tasty food.
The onion soup was a bit salty.
Feeling full and no room to order dessert.
Happy dinner in French!; Food was ok but nothing special. The Burrata was especially not great. We had a Poke Bowl and an onion soup.",75009
18,Café Latin,4.2,"30 Rue Saint-André des Arts, Paris",540,"30 Rue Saint-André des Arts, 75006 Paris, France",http://www.cafelatin.fr/,01 46 33 02 06,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fAM']","The best meal in Paris! We had a fantastic dinner at Cafe Latin on a busy Saturday evening but were seated right away. Our waiter was super friendly, knowledgeable, and clearly passionate about the food.
The duck confit and veal kidney were the best dishes we’ve had in France, ever! The waiter also recommended a lovely wine that paired perfectly with our meal. I really can't recommend this place enough. If you find yourself in Paris, go to Cafe Latin - you won't regret it!; We LOVED this place. Happened to stumble in and had an amazing experience. The cook is a former Michelin chef that opened his own place. The cheeseburger was to die for and the kidneys were exceptional if you're looking to go authentic. Waitstaff and owner were so friendly and made sure our meal was perfect! Highly recommend!; I had the steak tartare, one of the best one ai had. One of the owner is serving and is very friendly and you can see that he is passionate about his bistro. Check it out, worth the detour!; We enjoyed a very nice meal at this restaurant. It was a busy night but we were seated promptly. The food was well presented and very tasty. The service was professional and friendly. There was a lovely atmosphere and at all times we were treated as welcome guests.; 14€ for 3 slices of cheese and some random salad. Really? What a rip off. They weren’t good either.",75006
19,Café Baby Foot,4.4,"137 Boulevard Saint-Michel, Paris",19,"137 Bd Saint-Michel, 75005 Paris, France",Site web non disponible,Numéro non disponible,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","One water (50cl)  and one orangina (23 cl ) 9 euros. Too expensive and so bad attention from the waiter. Never will come back.; Good food to a really cheap price; Priceless vestige of a Paris that almost disappeared. A thousand miles from faux-authentic marketing, this is a neighborhood café where you immediately understand that you are not the umpteenth customer to be fleeced. It's precious. We just regret that it is not open more.; Very pleasant and original café located a few steps from the station: Port-Royal...and the magnificent garden of the great Explorers...!
The owner is very welcoming and smiling and makes excellent croque-monsieur or sandwiches with unrivaled talent and know-how! ...
In addition, it is allowed to cultivate oneself and she sells second-hand books, all at a flat rate of €2...allowing you to nourish your mind as well as your body...
Café that deserves to be discovered for its original and diverse atmosphere...!
There is a real table football in the café (the English say: ""Table football"" for table football...I think...)..an out of tune piano (for the moment)..guitars.... a slightly bohemian café, in a way, as we like them on the Boul'mich to relax without problems...; Discovered by chance, an atypical place in the heart of Paris. Authentic, no fuss. If you're a fan of rigor and pseudo Parisian chic, don't worry, it's a real neighborhood bar.",75005
20,La Petite Halle,3.7,"Attenant à la Grande Halle de la Villette, 211 Avenue Jean Jaurès, Paris",986,"Attenant à la Grande Halle de la Villette, 211 Av. Jean Jaurès, 75019 Paris, France",http://www.lapetitehalle.com/,09 82 25 91 81,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20096:00\u202fPM']","We came on a calm weekend (school holidays), for a quick dinner, and left during a concert that had started in the meantime. The place is great (high ceilings, cozy decor and outside space), as are the pizzas 🍕 and the staff. More the half the tables were removed at 21:15 to give space to the concert, which was clearly indicated from the start. Can add some stress if you are still eating (we had to be on the lookout for tables that wouldn’t be removed for the concert in order to get one and finish our dinner), but it is what it is. Same for the noise. Overall, good experience.; This place had a really cool vibe and the food was good but the birds were hounding us our entire meal (although they were pretty cute).

The wood fired margherita pizza was great as were the fish and chips.; Are you hanging around with friends in a ☀️😎 day in spring 🌱🌼 Paris and you need a not so quick stop to recover forces, aka, take a beer and a 🌯🌮, with some fries 🍟 perhaps? Well you're in the right place, choose your sit 🪑 under a 🌴🌲 and enjoy a moment in this beautiful place. Price/quality is alright.; Somehow landed here on a Sunday evening & there was live music with an amazing vibe.
Lots of cool people. A bunch of kids too.
Very happy we decided to stay
I also must add that the pizza was great too ! We devoured it.
No service thou. You have to make a queue & order & then pick it up. But worth it; We chose this restaurant for its convenience, as options were limited near the Zenith before a show.

The space boasts a spacious, cozy setting with an industrial vibe. However, the service was notably lacking, possibly due to being understaffed on a busy Saturday evening. Our ability to order food was restricted until 7 PM, although our server accommodated us at 6:50 PM. Despite this, our pizza order, even after several reminders, took over 40 minutes, leading us to cancel it. Both the sweet potato and bruschetta entrées were disappointing.

While the ambiance is inviting for drinks, the dining experience was underwhelming. Additionally, seating near the entrance can be uncomfortable in winter, as the cold wind sweeps in each time the door opens.",75019
21,Sacré Frenchy !,4.6,"58 Boulevard de Sébastopol, Paris",1260,"58 Bd de Sébastopol, 75003 Paris, France",https://www.sacrefrenchy.com/,01 42 74 55 63,"['Monday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20091:00\u202fAM']","Food was excellent, very tasty dishes. The chicken was amazing, and worth sharing. The happy hour on cocktails was a good deal as well, and delicious cocktails.

Service was not great for our visit, cocktail forgotten, and a 45 minute wait for the main dish after starters. We noticed several other tables having quite some issues with service as well around us. It was not busy or full at the time. A great dining experience turned poor by long waits and off service.

That said, not so bad I wouldn’t try again, it could be an off day, but the food was great, and service was friendly despite the waits and inattentiveness.; My wife and I had our first dinner in this last visit to Paris. My wife is not a “lamb food fan”, and had a steak, while I ordered the “7 hour lamb dish”.
The food was great, cooked to order, and very tasty. Service was great too. With that said, I would like to emphasize the “7 hour lamb” dish that was probably the best lamb dish I had so far. It was adobe style, super duper tasty. It was so good my wife ate more of it than her steak. Since we came for only 3 days to Paris and did not want to go to the same place twice, we went to explore other places in the following g evening. We regret not coming back to have this lamb again. Other dinners were fine too, but this was the most remembered from this trip. Served with spinach warm side dish and (what I believe was) mashed cilantro root. It is a MUST HAVE dish!; This place was absolutely wonderful! Our waitress, Amelie, was incredibly kind and attentive, making our experience truly exceptional. The food was fantastic, and the cocktails were equally impressive.; Absolutely amazing food and service. French flavour and flair and great for vegetarians and vegans!! Fantastic atmosphere also!
The Staff were wonderful, professional and friendly. Would highly recommend to anyone visiting Paris!!; I don’t normally leave a review, but I felt compelled. We had eight people and they accommodated us at the last minute. Our servers name was Emily and she was absolutely phenomenal from picking wine to suggesting entrées. The food came on time and it was fantastic. What a great dining Atmosphere experience. if you’re in this area, don’t look any further.",75003
22,Little Babel,4.6,"10 Rue Saint-Paul, Paris",644,"10 Rue Saint-Paul, 75004 Paris, France",https://www.littlebabel.fr/,09 51 97 16 38,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM']","Visited twice while I was in Paris.

Service is some of the best I received while in Paris. Very welcoming and friendly. Great atmosphere and decor. And most importantly a lot of effort and love goes into their food.
Would recommend!; The food was absolutely delicious and we can confidently call it one of the best pizzas we’ve ever eaten. The service was supreme and the atmosphere was cozy. We 100 percent recommend this place and would come back every time!!
merci beaucoup; Absolutely the best pizza we have ever eaten!  We are from Connecticut which is viewed as having the best pizza in the USA and this totally tops it!  Perfectly delicious!; Nestled in the heart of Paris, Little Babel Pizza is a culinary treasure. This quaint establishment, though small in size, delivers a gastronomic experience that is both delightful and memorable. Their pizza, crafted with a perfect blend of flavors and cooked to crispy perfection, stands out as a must-try for any food lover. But the delights don’t end there – their pasta and spaghetti dishes are equally commendable, each plate offering a taste of authentic Italian cuisine.

What makes Little Babel Pizza truly special is the worthiness of the wait. Each dish is prepared with care, ensuring that every bite is a testament to their dedication to quality and taste. To top off the dining experience, their coffee is exceptional – rich in flavor and the perfect endnote to a satisfying meal. Little Babel Pizza is more than just a restaurant; it’s an experience that encapsulates the essence of Parisian charm and culinary excellence.; AWESOME PIZZA!!! This is most likely the best pizza in Paris! We have been all over Italy and this is right up there with the best pizza in Italy. In a quiet cozy part of the city. The owners are super nice and fun! Its a must go to!",75004
23,Fédération internationale des cafés des enfants,5.0,"92 bis Quai de la Loire, Paris",3,"92 bis Quai de la Loire, 75019 Paris, France",https://www.cafezoide.fr/?p=606,01 42 38 26 37,Horaires non disponibles,Very special place for kids! ❤️; The ideal place to get together with your children and adults.; Perfect for taking a breather,75019
24,Le Hang'art,4.3,"61-63 Quai de la Seine, Paris",1084,"61-63 Quai de la Seine, 75019 Paris, France",https://le-hangart-restaurant-paris.eatbu.com/,01 40 03 88 18,"['Monday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:30\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:30\u202fAM\u2009–\u200912:00\u202fAM']","Love this place, laid back and very friendly. Huge portions with swift service. Probably our best experiance so far eating out in Paris.

Would 100% recommend. 4.8/5; Spacious repurposed building where the furniture is school desks. Good food and service. I thought the king prawns on my tagliatelle were a bit mushy but otherwise liked it all. Reasonable prices. Loved the banoffee; Well located by the canal, this restaurant is very baby/kid friendly! 👶 They have high chairs, toys, books and a dedicated area for kids! However you need to pay 8€ to access this area.. The food in general is simple and good, nothing extraordinary but for a high volume restaurant it's fine!; Fun and hip little place, very atmospheric, welcoming staff, food was yummy, overall really great experience!; I came to Paris to eat but with the rain and some fatigue I tried staying closer to my hotel. This was down the street and it’s had a few things going for it: an menu that had a few intriguing dishes, a hip looking crowd, and the guy that met me at the door was pretty inviting.

I ended getting a cuttlefish and potato salad with an onion dressing and a vegetarian lasagne. Both dishes really hit it out of the park for me. I’m normally leaning carnivore, but had been overdoing it on the trip so far, and so I was happily surprised that the veg lasagne was possible the best veg one I’ve ever had.

I was also peaking at the tables by me and the burrata avocado tomato salad also looked great, and the frites looked home made and home style with skins and plenty of dark bits on the edges.",75019
25,La Poulette de Grain,4.5,"261 Rue du Faubourg Saint-Antoine, Paris",823,"261 Rue du Faubourg Saint-Antoine, 75011 Paris, France",https://lapoulettedegrain.fr/fr,09 74 64 04 05,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']","Top Service and good food in this exquisite Parisienne Bistro.

The waiter was very acommodating, extraordinarily friendly and helpful with our requests and explained the menu nicely.

The onion soup was very good.
The steak was okay, but they have nice fries & sauces. The creme brulée was delicious!

Can recommend!; As a New Yorker coming to Paris coming to this restaurant was simply fantastic. It was great fast service and the waiters were kind funny and gracious. I will definitely come back here again and they say open after midnight, which is fantastic.; The most delicious onion soup I've tried! Must have to order!
The rest of the food was tasty as well.
Prices are also very good.
I will definitely come back.; Very cozy atmosphere, friendly and passionate staff. Food quality is all we could ever ask for. Roast chicken is extremely tender and juicy, paired with flavorful sauce. We also have the duck parmentier, ribs and sea bass, all of them are delicious! We were served with an aromatic mint tea afterwards, which soothed our full bellies.
Overall, very good experience, 200% will come again when we travel to Paris!; Highly recommend. Delicious food, excellent service and great prices. Merci!",75011
26,La REcyclerie,4.3,"83 Boulevard Ornano, Paris",5863,"83 Bd Ornano, 75018 Paris, France",http://www.larecyclerie.com/,01 42 57 58 49,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']","What a beautiful space that’s many things from cafe to restaurant to work space to pop up space. Decorated with recycled goods and plants, there’s plenty of places to sit indoor and out. Their chocolate croissants were excellent and staff friendly.; Yesterday morning, I left the house wanting to charge my camera, buy a shirt and listen to Prince and i was able to find it all La REcyclerie. The place was different and interesting,the staff were so nice, my croissant was meh and my pain au chocolate was also meh; I visited during the weekend, and they provided a weekend brunch special which comes with unlimited tea/coffee/hot chocolate and bread.
The view and vibe was amazing.
Food was delicious.
Staff spoke excellent English too, and explained the concept of the weekend deal kindly to me.
I LOVED this cafe.; This gem of a place goes beyond just good coffee—it's a sustainability haven. With a plethora of engaging activities from workshops to conversations, it fosters a strong sense of community. The staff is exceptional, and the atmosphere is unparalleled. Plus, their commitment to using organic, locally sourced ingredients for their delicious food adds another layer of charm. It's a must-visit for anyone seeking meaningful experiences and eco-conscious living.; A large and welcoming cafe with a heavy tilt toward sustainable choices. I had lunch here alongside businesspeople, families, and young creative types working on laptops. They had several vegetarian options, and a full coffee and alcohol bar. Prices were reasonable, I paid about 15 euro for a hearty soup with a poached and fried egg, a coffee, and a cookie.",75018
