name,rating,vicinity,total_ratings,formatted_address,website,phone_number,opening_hours,reviews,latitude,longitude,more_kids_friendly_weighted_sentiment,proche_park,kids_friendly_sentiment,kids_mentions_count,zip_code,unique_id,kids_friendly
Déclic Café,4.1,"2 Boulevard Saint-Marcel, Paris",576,"2 Bd Saint-Marcel, 75005 Paris, France",https://m.facebook.com/declic.cafe/?locale2=fr_FR#_=_,01 43 37 59 73,"['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20091:00\u202fAM']","best burger i have had in a long time and worth the money. had a really bad day on the trains (read multiple cancellations) and needed somewhere to eat. passed by several other places but the vibe/atmosphere at this cafe was excellent, quiet, modern and welcoming. staff couldn't do enough to help, even spoke to me in english when they realised i knew very little french, and as i said at start of review i really enjoyed the food, i am very much considering going back when i pass back through paris in a few days; excellent service and food! very good portions! we tried the chicken and was amazing crispy. also the sweets were delicious!; if you haven't experienced déclic café, prepare to have your mind absolutely blown! this isn't just a café; it's a celestial paradise where every cup of coffee and every bite of food takes you on an interstellar journey. the moment you step inside, you're greeted by an ambiance so enchanting, it makes the most luxurious palaces seem like a distant memory.

now, let's talk about the stars of the show—suzette and shaka. suzette's charm is so infectious, it's like she sprinkles a bit of magic into everything she touches. her service is beyond impeccable, transforming a simple coffee run into a red-carpet event. she remembers your name, your favorite order, and even the way you like your coffee perfectly frothy on top.

and then there's shaka. hailing all the way from el salvador, he’s nothing short of a coffee alchemist. shaka's expertise in brewing is so profound, it's as if he's channeling the very essence of el salvador’s rich coffee heritage into every cup. his espresso shots are so smooth, they could make the finest italian baristas weep with envy. watching him work is like witnessing a maestro conduct a symphony; every motion is pure artistry.

the food? don’t even get me started. their pastries are baked to such perfection, it's rumored that angels descend to have breakfast here. the burgers and salads are so fresh and flavorful, they redefine what it means to eat well.

in summary, déclic café is not just a place to grab a coffee; it’s a life-altering adventure. suzette and shaka create an experience so extraordinary, it makes you believe in magic. five stars? this café deserves an entire galaxy!; pretty human and warmth place to stop for a hot wine with a slice of orange (vino navegado en chile o queimada en españa) ohhh my...in the cold winter time... plus some great creations from the kitchen for you and your family around very wild decorations and the service was fantastic...for us first timers our service was super friendly and helpfully with me poor french, it is a must stop if you are around; pub style food with many drink options. food was average, cocktails were ok. nice place to sit for a drink and watch sports.",48.8400308,2.361443,0.3635333333333333,True,0.4433333333333333,1,75005,Décl_75005_915,True
"Les Mauvais Joueurs Austerlitz, bar à jeux",4.7,"12 Boulevard Vincent Auriol, Paris",100,"12 Bd Vincent Auriol, 75013 Paris, France",https://www.lesmauvaisjoueurs.com/,06 45 29 30 93,"['Monday: Closed', 'Tuesday: 5:00\u2009–\u200911:00\u202fPM', 'Wednesday: 5:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 3:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 3:00\u2009–\u200911:00\u202fPM']","very nice place to be and play. the staff is very nice and helpful. the beer was good as well !; it’s great, we had a great birthday evening! the staff is very friendly, lots of games and we had a lot of fun. there is plenty of space which allows you to have fun doing mimes and etc. i highly recommend this bar, which is also well located.; large games room with unlimited board games with friends. there is table football and billiards. unlike that of bastille (only boards) there are real savory dishes: pizza and burgers and cocktails, beers and other alcohols.
it's really cool with friends. there are 9 tables so don’t hesitate to book in advance!; we spent our saturday evening in the les bad players bar near the austerlitz station. booking was easy. the welcome was rather friendly. however, we were very disappointed not to have been accompanied spontaneously like in a real games bar. we had to ask for advice.
the food was okay, nothing more. unfortunately, we will not return, in favor of other bars which are keen to share their passion for games.; a spacious and quiet place with a large choice of games including billiards, table football and switch. the server is very friendly and attentive.
the food portions are very generous!!",48.8371732,2.3725624,0.0,True,0.0,0,75013,Les_75013_917,True
Demilune,4.5,"33 Rue du Dragon, Paris",19,"33 Rue du Dragon, 75006 Paris, France",Site web non disponible,01 45 44 21 06,"['Monday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: Closed']","an incredible selection of brands!! from big brands to small designers found only at demilune. i have dressed my two children there since they were born and also go there frequently to give lovely birth gifts!
quality, attentive and personalized service.; demilune, an institution in children's fashion... it is with immense pleasure to come there and to always have a warm and welcoming welcome. i have always found the best styles and trends there for mine or for a gift. a sure value in good taste. thank you to exist. a rare store worth the detour; this restaurant was recommended to me as it is famous for its snail dishes. it's small, but the service is friendly and the food is delicious. you can eat snails without any worries or unpleasant smell. the price was reasonable and not too expensive, so it was good value for money.; excellent personalized welcome
the products are of very good quality with completely consistent prices. i find happiness there for a baby but also for my teenager 😊 i recommend!!; sneakers on sale for €200 for children sold by staff as friendly as a prison door.
we live next door, i remember now why we never come.
go to bonpoint, we are well received.",48.8525673,2.3303833,0.31875,True,0.3541666666666667,3,75006,Demi_75006_934,True
Du Pareil Au Même,4.0,"23, Passage de la Réale C.C. du Forum des Halles, Paris",76,"23, Passage de la Réale C.C. du Forum des Halles, 75001 Paris, France",https://www.dpam.com/,01 40 13 90 10,"['Monday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']","very lovely sleeping clothes for a reasonable prices.; usually love their clothes but this shop has no fitting rooms!; excellent store! i have come several times to collect my orders placed on their site, and the saleswoman is always very friendly and smiling.; i visited on wednesday june 5, 2024 with my daughter, and the welcome was excellent. the manager and her two interns were all smiling and friendly. their attitude even made me want to join their team. well done, these are exactly the kind of salespeople we want to see!; very good store with two super nice salespeople who helped me find my favorite one for the class photo",48.8622569,2.347395,0.0,True,0.0,0,75001,DuP_75001_937,False
Bonhomme De Bois - Paris Roquette,4.7,"19 Rue de la Roquette, Paris",38,"19 Rue de la Roquette, 75011 Paris, France",https://www.bonhommedebois.com/bonhomme-de-bois-roquette-paris-11eme,01 48 05 17 88,"['Monday: 2:00\u2009–\u20097:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20091:30\u202fPM, 2:30\u2009–\u20097:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: Closed']","a magical shop with high quality toys for affordable prices. my daughter loved playing with all the toys that were set out and we found several items we couldn’t leave without. great place for gifts or souvenirs for littles. the staff was super friendly as well.; great store with high quality toys - got my two year old nephew a tambu drum here and he loves it. we all love playing it too, so i know he’s going to use it for many years to come. definitely a great stop if you’re looking to pick up gifts for littles.; great kids shop. lots of great selection and the staff are really helpful; very nice, always find something here for my daughter; a very nice store with a wide, well-selected choice, without falling into the mass of toys that can be found everywhere. useful advice and gifts appreciated! thanks",48.8545315,2.3719195,0.7520000000000001,True,0.8,1,75011,Bonh_75011_939,True
DandelOO Jouets,4.6,"11 Rue de la Folie Méricourt, Paris",108,"11 Rue de la Folie Méricourt, 75011 Paris, France",Site web non disponible,01 58 30 64 47,"['Monday: 3:00\u2009–\u20097:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM']","this is a small shop, so you don't get overwhelmed with choice. that being said, there is still a great choice, and toys are organised by age level. one stop and all my children's gifts were purchased and wrapped. friendly welcome.; excellent; i stopped by this store today where i found what i was looking for! lots of jellycats in all sections (food, animals etc...) i highly recommend this store, especially if you are looking for jellycat plush toys 😀 you will also be very well received, the manager is unparalleled in her kindness.🙏🏼; very nice toy shop. you certainly won't come here by chance since it specializes in jellycat plush toys: these little smiling fruits, vegetables and foods! the choice is substantial and the supply regular.
really very pleasant welcome.; i highly recommend this store, especially if you are looking for jelly cat plush toys! and you are very well received!",48.86189539999999,2.3741351,0.0,True,0.0,1,75011,Dand_75011_940,True
N+1,4.8,"151 Rue du Chevaleret, Paris",1162,"151 Rue du Chevaleret, 75013 Paris, France",https://www.nplusun.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15366156901830801388,07 49 17 92 39,"['Monday: 11:45\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Wednesday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Thursday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:00\u202fPM', 'Friday: 11:45\u202fAM\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 7:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']","cozy, small place. my service wasn't brilliant as we had to wait more than a hour for the main. entree was avocado toasts (very good) and we ordered multiple burgers; i got a duck breast one and it was excellent.; n+1 is a cosy restaurant that provides a delicious variety of plats/burgers/salads... the portions are good, the price is really fair considering it's in paris !
a must try; n+1 is a must try if you are at the zone.

the food is excellent with a beautiful presentation. it deserves the price you pay.

the atmosphere is really lo-fi and fine to talk. also the waiter is really nice.

très bien n+1! 🙌🏼; the food was not french style but it was good; great place, food was great
the waiter had several issue in comprehend each other while talking fluent french",48.832378,2.3714338,0.0,True,0.0,0,75013,N+1_75013_942,False
Au Petit Village,4.7,"6 Rue Coypel, Paris",391,"6 Rue Coypel, 75013 Paris, France",http://www.au-petit-village.eatbu.com/,01 43 37 08 57,"['Monday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']","good service, staffs are friends, food is delicious especially the grilled meat (perfectly marinated and grilled) & the hot mint tea( really like it) bravo..; in love with this place! the food is fantastic, the portions are large, the staff is friendly. highly recommended .

p.s. try couscous; a mix of tourists and neighborhood folks made for an enjoyable atmosphere.
i had the beef filet and boulaouane wine. it was magnifique!
my companion had cous cous which was also very tasty
generous portions and super friendly and fun waiters. perfect way to end our week in paris
the complementary apple liqueur at the end was a special treat!  merci; a little neighborhood restaurant run by two cool brothers. great food and charming interior. there seem to be many regulars here and it's a nice spot to eat outside of the center of the city.; couscous dishes were fantastic - we went for the couscous royal but honestly the vegetarian couscous dish could have been enough! substantial portions, lots of flavour and the staff could not have been friendlier.",48.8332838,2.3562051,0.0,True,0.0,0,75013,AuP_75013_951,False
La Table de Colette,4.7,"17 Rue Laplace, Paris",962,"17 Rue Laplace, 75005 Paris, France",https://www.latabledecolette.fr/,01 46 33 18 59,"['Monday: 12:00\u2009–\u20091:30\u202fPM, 7:30\u2009–\u20099:00\u202fPM', 'Tuesday: 12:00\u2009–\u20091:30\u202fPM, 7:30\u2009–\u20099:00\u202fPM', 'Wednesday: 12:00\u2009–\u20091:30\u202fPM, 7:30\u2009–\u20099:00\u202fPM', 'Thursday: 12:00\u2009–\u20091:30\u202fPM, 7:30\u2009–\u20099:00\u202fPM', 'Friday: 12:00\u2009–\u20091:30\u202fPM, 7:30\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","this french restaurant in the heart of paris delivers an exceptional haute cuisine experience with a modern twist, all at a reasonable price. the surprise menu caters to all tastes, emphasizing regionality, sustainability, and offering excellent vegetarian and vegan options. a fine wine selection complements the meal, while the knowledgeable and friendly staff ensure a memorable evening.; good food, and i can tell they took care to prepare quality ingredients. i appreciated that they were able to make the meal vegan for me and remove pork for my sister. i have two complaints and it’s that some parts of the bread were burnt and the savory dishes were too salty. i liked that they let the ingredients shine, but the salt over powered some of the flavor of the  pea and parsnip.; incredible food and service! the food was creative and perfectly presented. the wine pairings and descriptions were very thoughtful.; to sum it up:fantastic service, good food! creative and sophisticated vegetarian (and of course carnivore) dishes. we visited in the evening and the waiter remembered the notes i gave for the reservation (e.g. congratulated my mother’s birthday as well which i noted we are coming in for). the food: it was good, tasty and thought-through - but it was missing an extra bit of something to make it great. the “wow” was missing. e.g. the second dessert was a vanilla and earl-grey infused cream with a strawberry on the side. tasted good but something i already had at an ice cream cafe before. we did not opt for the wine pairing which maybe would have made it a more wholesome experience. the service: fantastic! waiter and chefs are really welcoming and pay attention about your wellbeing. they present each course at the table and answer questions. if they are able to match the food to the standard of the service, i believe the michelin star would stand a lot stronger! nonetheless, a great evening!; very good restaurant, with options for menus, tasty food and good wines to go with them. i found the dishes creative and modern. the service was also pleasant and attentive, making our weekday 3 course lunch go by almost too quickly. was happy that they were able to change some ingredients based on preferences of one in our party, who really enjoyed the meal.
my only critique is that they add the option, and verbally emphasise, for a tip can be added when paying the bill with pre-selected options of percentages to choose from. this creates an expectation to tip, which is a practice i have only seen in tourist areas (been living in france for a decade, never seen a restaurant outside of a tourist area offer this option). however, this is totally unnecessary - tipping is not required in france as servers are paid a living wage and service is included already on the bill. if a person chooses, they leave a few euros - not 10-15% of an expensive bill. this extracts extra money from the client, who is already paying a lot for a nice meal (especially if it is a tourist who is also dealing with exchange rates!), and guilt for people who have to, in front of the server, choose no tip. for a high end restaurant, i am truly surprised at this practice given both the amount of money it represents and the ‘bad taste’ it could leave on the way out. thought about giving a lower star for this (i wish 4.5 was an option!), but i think its unfair to the rest of the experience - but wanted to note in hopes that the management reviews this unnecessary and counter-cultural practice.",48.8473045,2.3472188,0.0,True,0.0,0,75005,LaT_75005_957,False
Au Bon Coin,4.5,"21 Rue de la Collégiale, Paris",861,"21 Rue de la Collégiale, 75005 Paris, France",http://www.auboncoin-bistrot.com/,01 43 31 55 57,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u2009–\u200910:00\u202fPM']","my daughter and i went to this place per google reviews. you guys didn’t disappoint us. the food was delicious and service was efficient and good. the stewed veal belly was so tender and flavorful. we took the leftover home and made a great pasta dish with the veal and sauce. the chicken in mushroom sauce was also great! i almost wanted to lick the plate clean.; this was the best meal we had in paris hands down. the atmosphere was warm and welcoming, the wait staff was so attentive, personable , charming and nice and the food was 10 out of 10! the prices as well were extremely reasonable for the incredible quality of the food.

we had the pigs ear salad and foie gras for starters both were above our expectations. the foie gras was grilled which was new my husband and i and this may be our favorite new way of having foie gras it was crispy but also melted in your mouth. for entrees i got the duck breast and it was the best i have ever had! it was cooked to perfection and had the most gorgeous sear on the skin, sitting beautifully in the center of a semi glaze sauce, the best word to describe it is succulent! i don't think any duck i have in the future will compare, which is why i'll have to come back to paris if only for this dish! the side i got was a pumpkin mash and it paired perfectly with the duck! my husband got a beef dish and it was spectacular as well, but he hailed my duck as king that night. for dessert my husband got a chocolate mouse which was rich and decadent. i got the floating island and the meringue just melted away in my mouth with the vanilla custard sauce and caramelly drizzle. i will forever be dreaming about this dessert as no dessert on the us will ever compare. everything form start to finish was phenomenal.

there is nothing that will stop me from ensuring i eat at this restaurant whenever i am in paris again! it was the highest of highlights. and to speak to how incredible it was, we met an archeologist when we first sat down who has been coming to paris for 15 years for work twice a year and he always eats at this restaurant because of how fantastic it is.

highly recommend!; a very nice dining experience overall (thanks to the wonderful staff), but some dishes could be improved. we loved the welcoming staff and speed of service, as well as the freshness of the dishes. for that alone, we could come back anytime. that being said, the risotto (fregola sarda risotto) was devoid of any taste at all (really bland) and the raviole (pasta) on the half salted cod filled was consistently undercooked. i sent it back once, but it came back identical (undercooked). mushy in the mouth and clearly not properly done - why innovate with pasta when the fish is so wonderfully done? the rest of the dishes were tasty and served with elegance (appetizers, snails ""profiterole"", gambas, deserts etc). at the end of the day, we hope to be back but will opt for more conservative ""french"" choices next time.; this place is a must! i’m from usa originally, but have traveled over 40 countries and currently live in brasil! i wanted traditional french food. my hotel recommended this place. i could not be any happier! mushrooms, veal, duck, wow, the wine. i might just come back to paris just to eat here again. servers were awesome also! spoke english well and really helpful! 10 stars if they would have let me; raw beef and duck foie gras taste great. veal was over cooked, cod was very fishy and bland. a bit underwhelming. friendly service",48.8381331,2.3518573,0.0,True,0.0,0,75005,AuB_75005_959,False
Bistrot La Grange - Restaurant Paris 5,4.6,"17 Rue Lagrange, Paris",289,"17 Rue Lagrange, 75005 Paris, France",https://bistrot-la-grange.fr/,09 50 58 28 78,"['Monday: Closed', 'Tuesday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:30\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:30\u202fAM\u2009–\u20097:00\u202fPM']","went in at ~1:45pm, so it was nice to find something open at that hour. two of us got the burger - omg it was delicious. one of the best burgers we've had. the other meals were also very, very delicious, as was the mousse for dessert. would definitely come back again. staff was all very friendly. come eat here!; had lunch here. the snails were delicious and the burgers and the magret were great. the prices are super reasonable.

i would definitely come back.; charming bistro just off the seine in paris that offers delicious food, good service and value.

we enjoyed a bottle of wine, a cheese board assortment and baguette slices while taking in the local beauty. then we enjoyed a chicken breast entree and a seared salmon with dill sauce over a tender pasta noodle 🍜 tre bien 💯; this place is divine. the dock was cooked well and the service was excellent. this was an amazing meal!; food was good in a fair price. order the steak tartare and loved it. their home made bread is also tasty.",48.8508843,2.3484955,0.0,True,0.0,0,75005,Bist_75005_960,False
JC's Kitchen,5.0,"9 Rue de Tolbiac, Paris",8,"9 Rue de Tolbiac, 75013 Paris, France",Site web non disponible,Numéro non disponible,"['Monday: 12:00\u2009–\u20095:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 10:00\u202fPM\u2009–\u20095:00\u202fAM', 'Thursday: 10:00\u202fPM\u2009–\u20095:00\u202fAM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: 8:00\u2009–\u200911:00\u202fAM']","an excellent address for lovers of good food, the couscous is fantastic. random opening however, reservation required. children's toys available for family outings.; the chef is very nice, a treat on the plate! do not come by car, the wine and drinks list is incredible.
only negative point: we know when we arrive, less when we leave.; despite the change of address, the owner has managed to keep the ingredients of his success. a little far from home unfortunately, i intend to obtain delivery in the provinces by dint of tanning it.; i was told it was great but i didn't taste it. the wine is pretty good, you have to get used to the humor of the owner; i knew the owner years ago, well before the opening and his reputation is up to par.

unfortunately too far away now, i am waiting for a delivery service to open.",48.82967319999999,2.3753448,0.4,True,0.4,1,75013,JC's_75013_966,True
comptoir de la gare,4.9,"1 Rue Georges Saché, Paris",9,"1 Rue Georges Saché, 75014 Paris, France",Site web non disponible,Numéro non disponible,Horaires non disponibles,"a place of rejoicing with a typical ""spanish inn"" atmosphere, but only reserved for skilled linguists handling at least the verb of molière.
a breeding ground for all good discussions, the herdsman's well-deserved rest was made possible by the large and comfortable four-poster bed allocated to us.
to do again dqp.; incredible telecommuting location!
be careful of accidentally throwing nerf balls, it can hurt!
welcome always at the top and fridge always stocked with tasty dishes!; i went there on the advice of a friend, i spent an excellent evening there with a few friends who couldn't wait to go back. i highly recommend.
the only downside was that they brought me a cbd pizza even though i had asked for a 4 cheese...; very qualitative cuisine and warm atmosphere. the bosses received us very well! a must do!; very well located, kosher (uh, not expensive) and pleasant! a shared accommodation of good people who know how to welcome as it should 🤩",48.8318944,2.3236508,0.0,True,0.0,0,75014,comp_75014_976,False
McDonald's,3.6,"98 Boulevard Saint-Germain, Paris",4981,"98 Bd Saint-Germain, 75005 Paris, France",http://www.restaurants.mcdonalds.fr/mcdonalds-cluny,01 81 69 54 75,"['Monday: 8:30\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 8:30\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 8:30\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 8:30\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 8:30\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 8:30\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:30\u202fAM\u2009–\u20091:00\u202fAM']","i didn’t receive my order after 20min in “fast food” chain.
( order was only 3 items: french fries, juice, mcnuggets)

after 20min i went to the cashier and requested refund and cancelled order. they returned money faster than they provide service.; it's ""food"" that is relatively quicker to obtain than a real restaurant.  the orders are often wrong and resolving the missing or incorrect items is more tedious than it should be.  if not for a child's lack of taste it would be best to avoid.; excellent mcdonald’s! very clean, friendly staff, warm environment. i am visiting from canada so it was very nice to see a familiar eating place while visiting. i had a great experience and all of the workers were patient and friendly. will definitely be coming back during my vacation! :); happiness is having a tasty caramel sunday, reading my kindle, while resting between the long walks in paris.
having recharged my batteries (and my blood sugar level) i was ready for another multi-hours trek, towards le marais this time.
didn't see any mouse by the way ;-); i came in here to enjoy diner, first thing i see before even ordering is 2 mouses casually crawling on the floor under the chairs. we alerted the staff of the situation because this is scandalous !!
this issue needs to be addressed.",48.851432,2.3437854,0.0,True,0.0,0,75005,McDo_75005_983,False
"L'Apéro, Bar Restaurant à Montparnasse",4.1,"159 Boulevard du Montparnasse, Paris",245,"159 Bd du Montparnasse, 75006 Paris, France",https://www.privateaser.com/lieu/16717-l.apero,01 42 01 85 42,"['Monday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 3:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']","great local spot buzzing with business folks and locals. good selection of wine, entrees (etc) and dessert. feels very local and food was good. i did learn that pinot noire in france is very different that in varietals in the i enjoyed my dish with poultry/mushrooms and the vanilla cream dessert. staff was very accomodating. i am gf and was able to find an entree and dessert that worked for me.; great service and super cheap draft beer! 👏; too cute also stuff are so friendly.; great place for a beer. full of young people at night. cheap.; super friendly staff. good vibes.",48.8404634,2.3349306,0.0,True,0.0,0,75006,L'Ap_75006_984,False
LE CONVIVIAL,4.5,"137 Boulevard Auguste Blanqui, Paris",143,"137 Bd Auguste Blanqui, 75013 Paris, France",Site web non disponible,09 83 68 85 78,"['Monday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:30\u202fPM', 'Sunday: 6:30\u2009–\u200910:30\u202fPM']","so this was our go to spot while in paris. the food was really good and everyone was so welcoming and helpful. we don't really know alot of french words which made it hard at first but they were very patient and made it a great place to enjoy a meal. if you're in the area you should definitely check it out. very low key but full of flavor.; after ordering like 10 times, i finally made time to write a review about this great place. the pizza is great and the service is even more amazing! (my personal favorites are the ""parma"" and the ""regina"" if you want to give them a try); good location to to marriott.  staff was friendly and attentive. they get 5 stars.  we had pizza and it was just average.  we had a rainy night and wanted something close and this was perfect. just accept average food; not a very fancy place but we came just searching a place to eat on a saturday at 15h and the food was good, specially the penne borghese (i recommend). the service is good and it is located a bit away from the street, so it is relaxing as well. the terrace is a good dinner option on a summer evening.; just ordered a seafood pizza and carbonara takeaway. super delicious, price is amazing (20 e for both), owner is so kind...he added some extra seasonings and cheeses as i requested, would love to come back again.",48.8306641,2.3429164,0.0,True,0.0,0,75013,LEC_75013_985,False
Bistrot 13,4.5,"43 Rue Esquirol, Paris",266,"43 Rue Esquirol, 75013 Paris, France",https://bistrot13.fr/fr,01 53 94 07 91,"['Monday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: Closed']","great dining and exceptional service!!! food is amazing.; this is “the” place. khamel will make you feel like family and welcome from the moment you step in. i have been to bistro 13 multiple times now and is always a success. from  the algerian couscous to the salmon tartare or the snails, this place is excellent. inside, it has a large tv to watch live sports and is always opened late. a really good restaurant with excellent prices; the best bistrot in paris! service is just next level, i will definitely take one more meal next time when i will be in paris. unfortunately i had to decline shot offer, but not in next time 🌝; the food was really amazing, especially the couscous and the magret de canard. the service was quickly.; we are visiting from australia and wanted a truly french restaurant experience and we were not disappointed. the service was exceptional, the waiter was very accommodating with our poor french, the food delicious and the prices very reasonable.",48.835949,2.3596886,0.7200000000000001,True,0.8,1,75013,Bist_75013_986,True
